"Crash ID","State","Month","MonthName","Year","Crash Type","Road User","Gender","AgeGroup"
4202114751,"WA",9,"September",2021,"Multiple","Motorcycle pillion passenger","Female","26-39"
8825952565870739500,"VIC",7,"July",2020,"Single","Passenger","Male","26-39"
8528614577038807000,"NSW",12,"December",2024,"Single","Driver","Female","26-39"
120211279150,"NSW",12,"December",2021,"Single","Driver","Male","17-25"
1375807389175145980,"SA",8,"August",2024,"Single","Driver","Male","40-64"
2496477809111012400,"NSW",12,"December",2023,"Single","Driver","Male","26-39"
2527545644917088800,"VIC",9,"September",2022,"Single","Motorcycle rider","Male","40-64"
2235623211280697860,"VIC",5,"May",2022,"Multiple","Pedestrian","Male","40-64"
3789034045047948300,"NSW",10,"October",2024,"Single","Driver","Male","40-64"
3416077571508266000,"SA",5,"May",2023,"Single","Pedestrian","Female","40-64"
520222200045382,"SA",2,"February",2022,"Single","Driver","Male","17-25"
8995512115123434500,"TAS",9,"September",2023,"Single","Passenger","Male","65 and over"
120221296821,"NSW",8,"August",2022,"Single","Driver","Male","65 and over"
520202000268502,"SA",12,"December",2020,"Multiple","Driver","Male","65 and over"
120211276037,"NSW",11,"November",2021,"Multiple","Driver","Male","40-64"
462481960355748670,"VIC",10,"October",2024,"Single","Pedestrian","Male","65 and over"
3609240558640640000,"WA",8,"August",2023,"Single","Driver","Male","40-64"
1000201344255347580,"WA",3,"March",2024,"Single","Motorcycle pillion passenger","Male","17-25"
480242738806214910,"QLD",7,"July",2022,"Single","Driver","Female","26-39"
3675326490125745200,"WA",9,"September",2023,"Single","Passenger","Female","40-64"
8789545358247266300,"VIC",2,"February",2021,"Multiple","Driver","Male","17-25"
120201227092,"NSW",3,"March",2020,"Multiple","Driver","Male","65 and over"
120201249389,"NSW",12,"December",2020,"Multiple","Driver","Male","17-25"
2700038014103569400,"VIC",10,"October",2024,"Single","Motorcycle rider","Male","17-25"
320200998038,"QLD",5,"May",2020,"Single","Motorcycle pillion passenger","Female","17-25"
2952591194999049700,"QLD",1,"January",2022,"Single","Driver","Male","40-64"
120201235431,"NSW",7,"July",2020,"Single","Driver","Male","65 and over"
1545110784078134270,"WA",2,"February",2022,"Single","Driver","Male","17-25"
5793496303318361100,"VIC",9,"September",2022,"Multiple","Driver","Female","26-39"
266328567522459008,"QLD",5,"May",2024,"Multiple","Passenger","?","Unknown"
120211254248,"NSW",2,"February",2021,"Single","Motorcycle rider","Male","17-25"
249810911833887808,"SA",8,"August",2023,"Single","Pedestrian","Male","26-39"
4596852980215982600,"NSW",8,"August",2024,"Multiple","Motorcycle rider","Male","65 and over"
4265795408348024300,"NSW",7,"July",2023,"Multiple","Pedestrian","Female","65 and over"
7236120247300757500,"VIC",3,"March",2023,"Single","Pedestrian","Male","65 and over"
120201230122,"NSW",4,"April",2020,"Single","Pedestrian","Male","65 and over"
120201224851,"NSW",2,"February",2020,"Single","Pedestrian","Male","65 and over"
1445103989227022850,"VIC",5,"May",2022,"Multiple","Passenger","Female","65 and over"
3517527372678525400,"WA",9,"September",2022,"Multiple","Driver","Female","26-39"
394996308501088320,"VIC",3,"March",2021,"Single","Driver","Male","26-39"
5444769350757069800,"WA",11,"November",2023,"Single","Motorcycle rider","Male","40-64"
627118219859685500,"QLD",2,"February",2023,"Multiple","Driver","Female","40-64"
520222200144553,"SA",7,"July",2022,"Single","Passenger","Male","40-64"
7366038612734989300,"VIC",8,"August",2023,"Multiple","Driver","Female","65 and over"
4255643876894949900,"QLD",11,"November",2022,"Multiple","Passenger","Male","26-39"
1961993216458340610,"VIC",1,"January",2022,"Single","Pedestrian","Female","17-25"
120201246868,"NSW",11,"November",2020,"Multiple","Pedal cyclist","Male","26-39"
9022258329815094300,"SA",3,"March",2023,"Single","Driver","Female","65 and over"
2815335696953087500,"VIC",11,"November",2022,"Single","Driver","Male","26-39"
820222022103,"ACT",2,"February",2022,"Single","Pedestrian","Male","26-39"
4202114507,"WA",1,"January",2021,"Single","Driver","Female","17-25"
744051867324399100,"VIC",6,"June",2021,"Single","Pedestrian","Male","0-16"
8248756040243272700,"WA",3,"March",2023,"Single","Driver","Male","26-39"
120221295127,"NSW",7,"July",2022,"Single","Driver","Male","17-25"
8041191661237962800,"SA",1,"January",2023,"Multiple","Pedestrian","Female","65 and over"
4202114565,"WA",3,"March",2021,"Multiple","Driver","Male","26-39"
4202014341,"WA",8,"August",2020,"Multiple","Driver","Female","26-39"
4694965254302755800,"QLD",9,"September",2022,"Single","Pedal cyclist","Male","65 and over"
1476867646772776700,"WA",9,"September",2022,"Multiple","Motorcycle rider","Male","26-39"
2593774975133034500,"VIC",11,"November",2023,"Single","Pedestrian","Male","65 and over"
72022164572,"NT",4,"April",2022,"Single","Passenger","Male","17-25"
120211260468,"NSW",4,"April",2021,"Multiple","Driver","Male","65 and over"
120201245616,"NSW",11,"November",2020,"Single","Passenger","Male","26-39"
2496800720737251800,"QLD",5,"May",2023,"Multiple","Motorcycle rider","Male","17-25"
4669890809421189100,"NSW",6,"June",2023,"Single","Driver","Male","26-39"
7148150073162306600,"NSW",3,"March",2023,"Multiple","Driver","Female","17-25"
320202399651,"QLD",11,"November",2020,"Multiple","Driver","Female","65 and over"
120211279159,"NSW",12,"December",2021,"Multiple","Driver","Male","17-25"
2609265560574482400,"WA",1,"January",2023,"Multiple","Motorcycle rider","Male","40-64"
8991508053735154700,"WA",6,"June",2023,"Single","Driver","Male","17-25"
4511024525263837700,"NT",12,"December",2023,"Single","Driver","Female","40-64"
191272801681196384,"WA",6,"June",2023,"Multiple","Driver","Male","26-39"
4202114823,"WA",12,"December",2021,"Single","Driver","Male","65 and over"
520222200033367,"SA",2,"February",2022,"Single","Driver","Male","40-64"
120211268978,"NSW",7,"July",2021,"Multiple","Motorcycle rider","Male","26-39"
3425063367229284400,"VIC",6,"June",2022,"Single","Pedestrian","Male","40-64"
2149781487801638140,"SA",9,"September",2023,"Single","Pedal cyclist","Male","40-64"
5504498184844604400,"NSW",11,"November",2023,"Single","Driver","Male","65 and over"
120221301286,"NSW",10,"October",2022,"Single","Pedestrian","Male","40-64"
1949168131788417540,"QLD",12,"December",2022,"Multiple","Passenger","Female","65 and over"
6516469292220043300,"QLD",6,"June",2024,"Single","Driver","Male","40-64"
7773147791883337700,"WA",11,"November",2022,"Single","Motorcycle rider","Male","65 and over"
6689646187339064300,"QLD",2,"February",2023,"Single","Pedestrian","Male","0-16"
5084146086318157800,"WA",6,"June",2023,"Multiple","Driver","Male","65 and over"
3870904573563753000,"VIC",2,"February",2022,"Multiple","Driver","Male","17-25"
2577765932797721600,"VIC",1,"January",2020,"Single","Driver","Male","17-25"
5625527968955050000,"QLD",9,"September",2023,"Multiple","Driver","Female","40-64"
3960695320550085600,"VIC",9,"September",2023,"Multiple","Driver","Male","65 and over"
4190599312404168200,"WA",12,"December",2022,"Single","Driver","Male","26-39"
4227390583992051200,"NSW",9,"September",2024,"Multiple","Driver","Male","40-64"
3890014086381463600,"SA",3,"March",2023,"Multiple","Driver","Female","40-64"
6891297815908443100,"QLD",9,"September",2023,"Multiple","Passenger","Female","26-39"
8921004456423608300,"VIC",7,"July",2020,"Multiple","Motorcycle rider","Male","26-39"
7485389891810475000,"VIC",7,"July",2021,"Single","Driver","Male","26-39"
3958848596729508900,"QLD",4,"April",2024,"Single","Driver","Male","40-64"
72020161029,"NT",10,"October",2020,"Single","Pedestrian","Male","26-39"
6636872915798128600,"NSW",4,"April",2024,"Single","Driver","Male","40-64"
520212100190103,"SA",9,"September",2021,"Single","Motorcycle rider","Male","65 and over"
120211274635,"NSW",10,"October",2021,"Multiple","Motorcycle rider","Male","65 and over"
620202234,"TAS",3,"March",2020,"Multiple","Driver","Male","17-25"
4664014191838349300,"VIC",8,"August",2020,"Single","Passenger","Female","65 and over"
2108903221847728380,"QLD",3,"March",2024,"Multiple","Driver","Male","65 and over"
338162660624302530,"VIC",5,"May",2024,"Multiple","Driver","Male","17-25"
1892944235760131840,"SA",10,"October",2024,"Multiple","Driver","Female","17-25"
5110070201486816300,"VIC",1,"January",2022,"Multiple","Driver","Female","26-39"
8589326003107099600,"SA",2,"February",2024,"Single","Driver","Male","26-39"
2498891642420558300,"VIC",6,"June",2020,"Multiple","Passenger","Female","40-64"
120211268398,"NSW",7,"July",2021,"Single","Motorcycle rider","Male","40-64"
5378268611525156900,"NSW",11,"November",2023,"Multiple","Driver","Male","40-64"
4202014218,"WA",2,"February",2020,"Multiple","Passenger","Male","65 and over"
320201373853,"QLD",7,"July",2020,"Multiple","Driver","Male","26-39"
120211269504,"NSW",7,"July",2021,"Single","Pedestrian","Male","65 and over"
